,Gr Liv Area,Total Bsmt SF,Garage Cars,Garage Area,Year Built,Year Remod/Add,TotRms AbvGrd,Mas Vnr Area,Fireplaces,Lot Frontage,Lot Area,porch_deck_sqft,all_baths_count,Neighborhood,MS Zoning,Bldg Type,Mas Vnr Type,House Style,Foundation,Sale Type,Overall Qual,Overall Cond,Exter Qual,Bsmt Qual,Heating QC,Kitchen Qual,Functional,Electrical,Garage Qual,SalePrice
447,1488,1488.0,2.0,506.0,2004,2005,6,0.0,1,25.0,4835,218,3.0,Somerst,FV,TwnhsE,None,1Story,PConc,WD ,7,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,260000
448,1347,1347.0,2.0,551.0,1957,1957,6,0.0,0,69.0,5805,0,3.0,OldTown,RM,1Fam,None,1Story,CBlock,WD ,5,7,TA,TA,Gd,Gd,Typ,SBrkr,TA,143000
449,1704,1704.0,3.0,772.0,2007,2008,7,200.0,1,98.0,11478,50,3.0,NridgHt,RL,1Fam,Stone,1Story,PConc,WD ,8,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,306000
450,1922,1922.0,3.0,692.0,2002,2002,6,886.0,1,80.0,11305,265,3.0,Timber,RL,1Fam,BrkFace,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,282000
451,1795,1795.0,3.0,895.0,2006,2007,7,428.0,1,75.0,9986,49,2.0,Somerst,RL,1Fam,BrkFace,1Story,PConc,New,8,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,147000
452,1776,936.0,2.0,474.0,2002,2002,7,144.0,1,65.0,14006,240,3.0,CollgCr,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,192500
453,1441,776.0,2.0,492.0,1999,2000,5,456.0,0,24.0,2645,206,3.0,Somerst,FV,Twnhs,BrkFace,2Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,174000
454,1683,918.0,2.0,440.0,1978,1978,7,92.0,1,70.0,11184,243,3.0,Sawyer,RL,1Fam,BrkFace,2Story,CBlock,WD ,6,5,TA,TA,Gd,TA,Typ,SBrkr,TA,172500
455,2049,1065.0,2.0,467.0,1996,1997,9,0.0,1,71.15384615384616,21533,168,3.0,CollgCr,RL,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,210900
456,1319,608.0,1.0,270.0,1953,1953,5,0.0,0,79.0,10634,66,2.0,NAmes,RL,1Fam,None,1Story,PConc,WD ,5,6,TA,TA,TA,TA,Min2,SBrkr,TA,123000
457,1609,1000.0,1.0,305.0,1953,1953,7,0.0,0,75.0,9525,0,2.0,Edwards,RL,1Fam,None,1.5Fin,CBlock,WD ,6,5,TA,TA,TA,TA,Typ,SBrkr,Fa,149900
458,1179,1179.0,2.0,622.0,1960,1960,5,198.0,0,80.0,8240,0,1.0,Edwards,RL,1Fam,Stone,1Story,CBlock,WD ,6,6,TA,TA,Gd,TA,Min2,SBrkr,TA,110000
459,1337,1405.0,2.0,511.0,1999,1999,5,0.0,1,26.0,5858,271,3.0,NAmes,RH,TwnhsE,None,1Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,184000
460,796,796.0,0.0,0.0,1910,1950,4,0.0,0,67.0,8777,492,1.0,Edwards,RL,1Fam,None,1Story,CBlock,WD ,5,7,TA,Fa,Gd,TA,Typ,FuseA,No Garage,85000
461,1020,780.0,0.0,0.0,1875,1996,6,0.0,0,54.0,6342,176,1.0,Sawyer,RL,1Fam,None,1.5Fin,CBlock,WD ,5,8,TA,TA,Gd,TA,Typ,SBrkr,No Garage,94000
462,1616,1595.0,2.0,608.0,1995,1996,5,0.0,1,39.0,5389,389,3.0,StoneBr,RL,TwnhsE,None,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,236500
463,950,984.0,2.0,400.0,1953,1953,5,0.0,0,74.88947368421053,12774,32,1.0,NAmes,RL,1Fam,None,1Story,PConc,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,130000
464,1362,1362.0,2.0,460.0,2005,2006,6,256.0,1,41.0,6289,220,3.0,NridgHt,RL,TwnhsE,Stone,1Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,207000
465,2134,844.0,2.0,441.0,1916,1994,10,0.0,0,57.42857142857143,11888,328,2.0,BrkSide,RL,1Fam,None,2.5Unf,BrkTil,WD ,6,6,TA,TA,Gd,Gd,Typ,FuseA,TA,214500
466,1322,672.0,1.0,280.0,1939,1952,7,0.0,0,52.0,6240,0,2.0,BrkSide,RM,1Fam,None,1.5Fin,BrkTil,WD ,5,8,TA,TA,Ex,TA,Typ,SBrkr,TA,132000
467,984,984.0,1.0,308.0,1959,1959,5,164.0,0,65.0,9750,0,2.0,OldTown,RM,1Fam,BrkFace,1Story,CBlock,WD ,5,6,TA,TA,Gd,Fa,Typ,SBrkr,TA,110000
468,773,773.0,1.0,240.0,1953,1953,4,0.0,0,57.0,7677,0,1.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,5,5,TA,TA,Gd,TA,Typ,SBrkr,TA,110000
469,987,483.0,1.0,264.0,1973,1973,5,158.0,0,21.0,1680,0,3.0,BrDale,RM,Twnhs,BrkFace,2Story,CBlock,WD ,6,5,TA,TA,TA,TA,Typ,SBrkr,TA,100000
470,1103,1103.0,2.0,440.0,1925,1980,5,0.0,1,50.0,6000,286,1.0,OldTown,RM,1Fam,None,1Story,BrkTil,WD ,6,6,TA,TA,Gd,Gd,Typ,SBrkr,TA,110500
471,1512,756.0,2.0,440.0,2000,2000,4,513.0,0,34.0,2998,32,4.0,Somerst,FV,TwnhsE,BrkFace,2Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,180000
472,1801,1501.0,2.0,484.0,1959,1997,6,0.0,2,100.0,15602,215,3.0,Crawfor,RL,1Fam,None,1Story,CBlock,WD ,7,8,TA,TA,TA,TA,Typ,SBrkr,TA,289000
473,1200,1174.0,2.0,440.0,1966,1966,6,202.0,1,80.0,8800,0,3.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,CWD,7,6,TA,TA,Ex,TA,Typ,SBrkr,TA,163500
474,1044,960.0,2.0,528.0,1976,1976,7,0.0,1,65.0,6285,228,2.0,Edwards,RL,1Fam,None,SLvl,CBlock,WD ,6,6,TA,TA,TA,TA,Typ,SBrkr,TA,133500
475,2559,868.0,2.0,506.0,1989,1989,9,232.0,1,88.0,12128,413,3.0,SawyerW,RL,1Fam,BrkFace,2Story,CBlock,WD ,6,4,Gd,Gd,Ex,Ex,Typ,SBrkr,TA,209000
476,1478,1478.0,2.0,498.0,1960,1960,6,30.0,2,74.88947368421053,17600,40,3.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,5,TA,TA,Ex,TA,Typ,FuseA,TA,157500
477,987,483.0,1.0,264.0,1972,2007,5,510.0,0,21.0,1680,250,2.0,BrDale,RM,Twnhs,BrkFace,2Story,CBlock,WD ,6,8,TA,TA,Gd,Gd,Typ,SBrkr,TA,118000
478,1894,817.0,2.0,510.0,2002,2003,8,44.0,1,80.0,11316,40,4.0,Timber,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,214900
479,630,630.0,0.0,0.0,1972,1972,3,0.0,0,21.0,1890,88,2.0,MeadowV,RM,Twnhs,None,SFoyer,CBlock,WD ,4,7,TA,Gd,Gd,TA,Typ,SBrkr,No Garage,81000
480,1621,1621.0,2.0,478.0,1975,1975,7,161.0,2,80.57142857142857,9373,490,3.0,NWAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,7,TA,Gd,TA,TA,Typ,SBrkr,TA,213000
481,3228,3200.0,2.0,546.0,1992,1993,10,0.0,1,88.73333333333333,12692,630,4.0,NoRidge,RL,1Fam,None,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,430000
482,1541,1541.0,2.0,532.0,2005,2005,7,226.0,1,95.0,12182,70,2.0,NridgHt,RL,1Fam,BrkFace,1Story,PConc,New,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,220000
483,1800,1800.0,2.0,702.0,2007,2007,7,0.0,0,122.0,11923,424,2.0,CollgCr,RL,1Fam,None,1Story,PConc,WD ,9,5,Gd,Ex,Ex,Ex,Typ,SBrkr,TA,239000
484,1743,1739.0,3.0,927.0,2008,2008,8,284.0,1,87.0,10367,213,3.0,NridgHt,RL,1Fam,Stone,1Story,PConc,ConLI,9,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,335000
485,882,882.0,0.0,0.0,1956,1956,4,0.0,0,55.0,5500,0,1.0,OldTown,RL,1Fam,None,1.5Unf,CBlock,WD ,4,6,TA,TA,Ex,TA,Typ,SBrkr,No Garage,103200
486,1338,520.0,2.0,576.0,1983,1983,5,100.0,1,66.0,19255,0,2.0,SawyerW,RL,1Fam,BrkFace,SLvl,CBlock,WD ,6,5,Gd,Gd,Gd,Gd,Min2,SBrkr,TA,156500
487,1441,855.0,2.0,440.0,1978,1978,7,0.0,1,24.0,2289,28,3.0,NPkVill,RL,Twnhs,None,2Story,CBlock,WD ,6,6,TA,TA,TA,TA,Typ,SBrkr,TA,148500
488,2016,0.0,2.0,576.0,1880,2007,7,0.0,1,120.0,26400,0,1.0,SawyerW,RL,1Fam,None,2Story,PConc,WD ,5,7,Gd,None,Ex,TA,Mod,SBrkr,TA,131000
489,1636,1623.0,3.0,865.0,2006,2006,8,208.0,1,116.0,13501,60,3.0,Somerst,RL,1Fam,Stone,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,255000
490,1376,768.0,2.0,576.0,1920,1950,7,0.0,0,60.0,8850,198,1.0,BrkSide,RL,1Fam,None,1.5Fin,PConc,WD ,6,7,TA,TA,Ex,Gd,Typ,SBrkr,TA,165000
491,2007,917.0,1.0,357.0,1900,1950,8,0.0,0,70.0,8400,235,2.0,OldTown,RM,1Fam,None,2Story,BrkTil,WD ,6,7,TA,Fa,Gd,Ex,Typ,FuseA,TA,160000
492,2403,1032.0,1.0,349.0,1940,1950,10,0.0,2,96.7,24090,374,2.0,ClearCr,RL,1Fam,None,2Story,CBlock,COD,7,7,TA,TA,Ex,TA,Typ,SBrkr,TA,244400
493,1306,728.0,0.0,0.0,1940,1966,6,0.0,0,55.0,5350,263,1.0,BrkSide,RL,1Fam,None,1Story,CBlock,WD ,3,2,TA,TA,Ex,Fa,Mod,SBrkr,No Garage,76500
494,2004,870.0,3.0,644.0,2002,2002,8,0.0,1,73.04838709677419,12891,48,4.0,Gilbert,RL,1Fam,None,2Story,PConc,WD ,8,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,257500
495,1105,1105.0,1.0,308.0,1957,1957,5,143.0,0,90.0,10454,0,1.0,NAmes,RL,1Fam,Stone,1Story,CBlock,WD ,6,6,TA,TA,Gd,TA,Typ,FuseA,TA,135000
496,784,784.0,0.0,0.0,1955,1955,4,0.0,0,56.0,6931,112,2.0,Edwards,RL,2fmCon,None,1Story,CBlock,WD ,4,5,TA,TA,TA,TA,Typ,FuseP,No Garage,91900
497,990,990.0,1.0,299.0,1994,1994,5,0.0,0,65.0,8775,64,1.0,CollgCr,RL,1Fam,None,1Story,PConc,WD ,5,5,TA,Gd,Gd,TA,Typ,SBrkr,TA,126000
498,1699,978.0,2.0,420.0,1900,1970,7,0.0,0,107.0,10615,74,3.0,OldTown,RL,2fmCon,None,2Story,CBlock,WD ,3,5,TA,Fa,TA,TA,Typ,SBrkr,Fa,95000
499,1792,896.0,0.0,0.0,1974,1974,8,0.0,0,60.0,9000,77,4.0,NAmes,RL,Duplex,None,2Story,CBlock,WD ,5,5,TA,Gd,TA,TA,Typ,SBrkr,No Garage,136000
500,1550,1550.0,2.0,528.0,2006,2007,5,0.0,0,30.0,5330,102,3.0,Somerst,FV,TwnhsE,None,1Story,PConc,New,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,207500
501,1506,1498.0,2.0,592.0,2008,2008,6,284.0,1,75.0,14587,174,2.0,Somerst,RL,1Fam,Stone,1Story,PConc,New,9,5,Gd,Gd,Ex,Ex,Typ,SBrkr,TA,264132
502,1312,1312.0,2.0,495.0,1958,2001,6,125.0,1,76.0,11355,448,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,7,7,TA,TA,Ex,TA,Typ,SBrkr,TA,186000
503,3390,1528.0,3.0,758.0,2006,2006,10,662.0,1,60.0,18062,238,4.0,StoneBr,RL,1Fam,BrkFace,2Story,PConc,New,10,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,545224
504,2337,662.0,2.0,560.0,1900,1950,10,0.0,0,85.0,13600,57,2.0,OldTown,RM,2fmCon,None,2Story,BrkTil,WD ,5,5,TA,TA,TA,TA,Min2,SBrkr,TA,90000
505,951,951.0,2.0,480.0,1958,2007,6,0.0,0,62.0,8010,42,2.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,6,9,Gd,TA,Gd,Gd,Typ,SBrkr,TA,143500
506,1056,1056.0,1.0,384.0,1966,1966,5,0.0,0,70.27118644067797,8900,42,2.0,SawyerW,RH,1Fam,None,1Story,CBlock,WD ,4,4,TA,TA,TA,TA,Typ,SBrkr,TA,107000
507,2197,1080.0,3.0,783.0,1993,1994,9,320.0,1,91.0,10010,484,4.0,NoRidge,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,287500
508,2787,1168.0,4.0,820.0,2000,2000,8,23.0,2,70.27118644067797,11855,312,8.0,SawyerW,RL,Duplex,BrkFace,2Story,PConc,WD ,7,5,TA,Ex,Ex,TA,Typ,SBrkr,TA,269500
509,1602,1602.0,2.0,529.0,1977,2000,8,126.0,1,80.57142857142857,16635,240,3.0,NWAmes,RL,1Fam,Stone,1Story,CBlock,WD ,6,7,Gd,Gd,Gd,Gd,Typ,SBrkr,TA,215000
510,1073,1073.0,1.0,270.0,1967,1967,6,340.0,0,75.24528301886792,9981,90,1.0,Sawyer,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,5,TA,TA,Gd,TA,Typ,SBrkr,TA,120000
511,2080,1276.0,1.0,282.0,1926,2004,9,0.0,2,53.0,10918,145,2.0,Crawfor,RL,1Fam,None,2Story,BrkTil,WD ,7,9,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,234000
512,1560,780.0,0.0,0.0,1912,2009,7,0.0,0,60.0,12900,512,2.0,OldTown,RM,1Fam,None,2Story,PConc,WD ,6,8,Gd,TA,Ex,Gd,Typ,SBrkr,No Garage,159900
513,1969,808.0,2.0,534.0,1977,1977,8,0.0,1,92.0,11952,276,3.0,NWAmes,RL,1Fam,None,2Story,CBlock,WD ,7,6,TA,Gd,TA,TA,Typ,SBrkr,TA,190000
514,1296,1267.0,2.0,471.0,2001,2002,6,136.0,0,80.08695652173913,6853,217,3.0,Timber,RL,1Fam,BrkFace,1Story,PConc,WD ,8,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,220000
515,1430,384.0,2.0,400.0,1999,2000,7,0.0,1,62.0,7750,0,3.0,Gilbert,RL,1Fam,None,SLvl,PConc,WD ,7,5,TA,Gd,Ex,TA,Typ,SBrkr,TA,156000
516,1288,624.0,1.0,280.0,1917,2007,5,0.0,1,60.0,3600,103,2.0,OldTown,RM,1Fam,None,2Story,BrkTil,WD ,6,7,TA,TA,Ex,Ex,Typ,SBrkr,TA,119000
517,1008,1008.0,1.0,384.0,1968,1968,6,182.0,0,75.0,12518,144,1.0,Mitchel,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,7,TA,TA,Gd,Gd,Typ,SBrkr,TA,139500
518,1510,755.0,1.0,216.0,1920,1950,6,0.0,0,69.0,4899,164,1.0,SWISU,RL,1Fam,None,2Story,PConc,WD ,6,8,TA,TA,Ex,TA,Typ,SBrkr,TA,149000
519,1246,1146.0,2.0,428.0,2007,2008,5,20.0,1,53.0,3710,124,2.0,Blmngtn,RL,1Fam,BrkFace,1Story,PConc,New,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,187687
520,1164,1164.0,2.0,528.0,1969,1969,6,168.0,0,80.0,9600,0,2.0,NWAmes,RL,1Fam,BrkFace,1Story,CBlock,COD,7,5,TA,TA,TA,TA,Typ,SBrkr,TA,140000
521,1248,1248.0,2.0,438.0,2005,2006,5,16.0,0,43.0,3010,108,2.0,Blmngtn,RL,TwnhsE,BrkFace,1Story,PConc,New,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,167240
522,1370,1090.0,2.0,479.0,1976,1976,6,189.0,1,80.0,10400,0,2.0,NWAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,7,5,TA,Gd,TA,TA,Typ,SBrkr,TA,152000
523,1641,728.0,2.0,546.0,1925,1990,6,0.0,1,60.0,9600,234,3.0,OldTown,RM,1Fam,None,2Story,BrkTil,WD ,7,7,TA,TA,Ex,Ex,Typ,SBrkr,Fa,178000
524,1433,1433.0,2.0,528.0,1987,1987,4,177.0,2,83.0,11980,544,3.0,SawyerW,RL,1Fam,BrkFace,1Story,CBlock,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,Gd,270000
525,936,936.0,2.0,576.0,1953,1953,4,0.0,0,60.0,6000,144,1.0,OldTown,RM,2fmCon,None,1Story,CBlock,WD ,4,4,Fa,Fa,TA,TA,Min2,SBrkr,TA,93000
526,1382,384.0,2.0,396.0,1998,1998,7,0.0,1,57.0,8923,256,3.0,Gilbert,RL,1Fam,None,SLvl,PConc,WD ,7,5,Gd,Gd,Gd,TA,Typ,SBrkr,TA,177500
527,1750,983.0,1.0,423.0,1940,1985,7,0.0,0,75.0,12508,401,3.0,Mitchel,RL,1Fam,None,1.5Fin,CBlock,WD ,6,7,TA,Gd,Ex,TA,Mod,SBrkr,TA,160000
528,1092,525.0,1.0,264.0,1971,1971,6,381.0,0,21.0,1680,0,2.0,BrDale,RM,Twnhs,BrkFace,2Story,CBlock,WD ,6,5,TA,TA,TA,TA,Typ,SBrkr,TA,88000
529,1444,384.0,2.0,400.0,2006,2007,7,0.0,0,73.0,9802,100,3.0,Timber,RL,1Fam,None,2Story,PConc,WD ,5,5,TA,Gd,Gd,TA,Typ,SBrkr,TA,174000
530,1024,1008.0,1.0,313.0,1956,1956,5,244.0,2,85.0,10533,280,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,6,TA,TA,TA,Gd,Typ,SBrkr,TA,157500
531,1760,1077.0,2.0,648.0,1910,1950,7,0.0,1,60.0,10818,216,2.0,OldTown,RL,1Fam,None,1.5Fin,BrkTil,COD,4,4,TA,Fa,TA,TA,Typ,FuseA,Fa,80000
532,1888,1517.0,2.0,578.0,1966,2002,6,0.0,1,137.0,16492,0,3.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,6,6,Gd,TA,Ex,Gd,Mod,SBrkr,TA,190000
533,1501,1277.0,2.0,512.0,1986,1986,6,340.0,1,42.0,4084,240,3.0,Timber,RL,TwnhsE,BrkFace,1Story,CBlock,WD ,7,6,Gd,Gd,Gd,Gd,Typ,SBrkr,TA,241500
534,1344,896.0,1.0,240.0,1936,1950,7,0.0,0,57.42857142857143,6240,314,1.0,BrkSide,RM,1Fam,None,1.5Fin,BrkTil,WD ,5,4,TA,Gd,Gd,TA,Typ,FuseA,Fa,115000
535,1355,728.0,2.0,528.0,1941,1950,5,0.0,0,79.0,6221,144,2.0,Crawfor,RL,2fmCon,None,1.5Fin,CBlock,WD ,5,5,TA,TA,Ex,TA,Typ,SBrkr,TA,140000
536,1355,644.0,0.0,0.0,1940,1999,6,0.0,0,62.0,10106,140,3.0,Edwards,RL,2fmCon,None,1.5Fin,BrkTil,WD ,5,7,TA,TA,Gd,TA,Typ,SBrkr,No Garage,127500
537,1362,1362.0,2.0,460.0,2005,2006,6,256.0,1,61.0,7577,220,2.0,NridgHt,RL,TwnhsE,Stone,1Story,PConc,WD ,6,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,194700
538,1256,1256.0,1.0,311.0,1959,1959,6,0.0,0,80.0,8000,240,3.0,NAmes,RL,1Fam,None,1Story,PConc,WD ,5,6,TA,TA,Gd,Gd,Typ,FuseA,TA,159000
539,2402,3094.0,3.0,672.0,2008,2008,10,200.0,2,105.0,15431,242,3.0,NridgHt,RL,1Fam,Stone,1Story,PConc,WD ,10,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,555000
540,882,0.0,1.0,308.0,1956,1956,4,0.0,0,70.0,12702,45,1.0,OldTown,RM,1Fam,None,1Story,PConc,WD ,5,5,TA,None,Gd,TA,Typ,FuseA,TA,97000
541,1265,1219.0,2.0,502.0,1965,1999,6,0.0,1,85.0,9350,188,3.0,NAmes,RL,1Fam,None,SLvl,PConc,WD ,5,8,TA,TA,Gd,Gd,Typ,SBrkr,TA,179900
542,1866,1858.0,3.0,870.0,2008,2008,7,492.0,1,58.0,10110,48,3.0,NridgHt,RL,TwnhsE,BrkFace,1Story,PConc,New,9,5,Ex,Gd,Ex,Ex,Typ,SBrkr,TA,336860
543,1501,744.0,2.0,440.0,1999,1999,6,360.0,0,24.0,2280,0,3.0,Somerst,FV,Twnhs,BrkFace,2Story,PConc,WD ,7,5,TA,Gd,Gd,TA,Typ,SBrkr,TA,179400
544,1294,1278.0,2.0,496.0,1991,1991,6,88.0,0,70.27118644067797,7153,163,3.0,SawyerW,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,5,TA,Gd,Gd,Gd,Typ,SBrkr,TA,179200
545,1844,1844.0,2.0,540.0,1969,1969,7,312.0,1,66.28205128205128,16381,289,3.0,Crawfor,RL,1Fam,BrkFace,1Story,CBlock,WD ,6,5,Gd,TA,Gd,Gd,Typ,SBrkr,TA,223000
546,1947,1357.0,3.0,725.0,2001,2002,7,134.0,1,71.15384615384616,9720,284,4.0,CollgCr,RL,1Fam,BrkFace,2Story,PConc,WD ,9,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,274000
547,1671,781.0,2.0,423.0,1995,1995,7,0.0,1,73.04838709677419,13041,84,3.0,Gilbert,RL,1Fam,None,2Story,PConc,WD ,6,5,TA,Gd,Gd,TA,Typ,SBrkr,TA,170000
548,1696,1140.0,1.0,349.0,1962,1962,8,0.0,1,40.0,13673,30,2.0,Sawyer,RL,1Fam,None,1Story,CBlock,WD ,5,5,TA,TA,TA,TA,Min2,SBrkr,TA,143900
549,1320,636.0,2.0,472.0,1994,1994,6,0.0,0,70.27118644067797,9019,40,3.0,SawyerW,RL,1Fam,None,2Story,PConc,WD ,6,5,TA,Gd,Ex,Gd,Typ,SBrkr,TA,150000
550,1958,1026.0,3.0,936.0,2005,2005,9,0.0,1,85.0,10625,364,3.0,Somerst,FV,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,250000
551,1565,1187.0,1.0,299.0,1965,2000,7,0.0,2,80.0,8800,436,3.0,NAmes,RL,2fmCon,None,1Story,PConc,WD ,6,7,TA,TA,Ex,Gd,Min1,SBrkr,TA,185900
552,1566,1566.0,2.0,750.0,2008,2008,7,36.0,0,75.0,9000,312,3.0,Somerst,FV,1Fam,Stone,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,262500
553,912,912.0,1.0,300.0,1963,1995,6,0.0,0,75.24528301886792,7791,0,2.0,Sawyer,RL,1Fam,None,1Story,CBlock,WD ,5,8,Gd,TA,Ex,Gd,Typ,SBrkr,TA,129000
554,1718,1700.0,3.0,786.0,2006,2007,7,230.0,1,96.0,12456,264,3.0,NridgHt,RL,1Fam,Stone,1Story,PConc,WD ,10,5,Ex,Ex,Ex,Ex,Typ,SBrkr,TA,337500
555,1254,1218.0,2.0,525.0,1961,1961,6,291.0,1,100.0,9600,168,2.0,NAmes,RL,1Fam,BrkFace,SLvl,CBlock,WD ,6,5,TA,TA,TA,TA,Typ,SBrkr,TA,158500
556,1090,1090.0,2.0,450.0,2005,2006,5,0.0,0,60.0,7024,49,3.0,Edwards,RL,1Fam,None,1Story,PConc,WD ,5,5,TA,Ex,Gd,TA,Typ,SBrkr,TA,157000
557,2504,1122.0,3.0,656.0,2005,2007,11,245.0,1,77.0,11198,183,3.0,StoneBr,RL,1Fam,BrkFace,2Story,PConc,WD ,9,5,Gd,Gd,Ex,Ex,Typ,SBrkr,TA,325000
558,1152,1152.0,2.0,636.0,1953,1953,6,84.0,0,102.0,9373,0,2.0,NAmes,RL,1Fam,BrkFace,1Story,CBlock,WD ,5,6,TA,TA,TA,TA,Typ,SBrkr,TA,137500
559,2082,1362.0,2.0,484.0,2003,2003,6,0.0,0,63.0,11426,518,3.0,OldTown,RM,1Fam,None,1.5Fin,PConc,WD ,7,5,TA,Gd,Ex,Gd,Mod,SBrkr,TA,200000
560,884,884.0,1.0,270.0,1951,1991,4,0.0,0,85.0,15428,195,2.0,NAmes,RL,1Fam,None,1Story,CBlock,WD ,5,6,TA,TA,Ex,TA,Typ,SBrkr,TA,142000
561,1098,531.0,1.0,216.0,1930,1995,5,0.0,1,63.0,4000,0,2.0,Crawfor,RL,1Fam,None,2Story,BrkTil,WD ,7,8,TA,Gd,TA,TA,Typ,SBrkr,TA,148500
562,1056,1056.0,2.0,572.0,1955,1955,5,0.0,0,100.0,34650,264,2.0,Gilbert,RL,2fmCon,None,1Story,CBlock,WD ,5,5,TA,TA,TA,TA,Typ,SBrkr,TA,145000
563,1418,1642.0,3.0,852.0,2010,2010,6,0.0,1,57.0,12853,576,3.0,Somerst,FV,1Fam,None,1Story,PConc,New,8,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,267916
564,1795,879.0,2.0,578.0,2005,2006,7,0.0,0,78.0,9316,275,3.0,CollgCr,RL,1Fam,None,2Story,PConc,WD ,7,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,191000
565,1026,940.0,2.0,576.0,1978,1978,5,0.0,0,71.15384615384616,10970,34,2.0,CollgCr,RL,1Fam,None,SLvl,CBlock,WD ,6,6,TA,Gd,TA,TA,Typ,SBrkr,TA,147000
566,1352,1352.0,2.0,466.0,2006,2007,5,0.0,1,40.0,3606,241,3.0,Somerst,FV,TwnhsE,None,1Story,PConc,New,7,5,Gd,Ex,Ex,Gd,Typ,SBrkr,TA,194000
567,1666,1666.0,2.0,575.0,2006,2006,6,572.0,1,48.0,6373,303,3.0,NridgHt,RL,TwnhsE,BrkFace,1Story,PConc,New,9,5,Ex,Ex,Ex,Gd,Typ,SBrkr,TA,310090
568,1839,1195.0,2.0,486.0,1998,1998,7,30.0,0,58.0,16770,81,3.0,NoRidge,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Gd,TA,Typ,SBrkr,TA,221000
569,2503,1223.0,2.0,564.0,1990,1990,7,272.0,1,75.42857142857143,19522,281,4.0,Veenker,RL,1Fam,BrkFace,2Story,PConc,WD ,7,5,Gd,Gd,Gd,Gd,Typ,SBrkr,TA,300000
570,1100,1100.0,1.0,312.0,1960,1960,6,0.0,1,74.88947368421053,12493,355,2.0,NAmes,RL,1Fam,None,1Story,PConc,WD ,4,5,TA,TA,TA,TA,Typ,SBrkr,TA,141000
571,1448,1372.0,2.0,692.0,2006,2007,6,238.0,1,75.0,7500,140,2.0,Somerst,FV,1Fam,Stone,1Story,PConc,WD ,8,5,Gd,Gd,Ex,Gd,Typ,SBrkr,TA,238500
